body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,air_travel_frequency,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,tv_pc_daily_hours,new_clothes_monthly,internet_daily_hours,energy_efficiency,recycling,cooking_with,carbon_emission,transport_co2,food_co2,energy_co2,waste_co2,other_co2
normal,female,vegetarian,daily,coal,walk/bicycle,,often,161,very frequently,78,extra large,7,16,16,4,Sometimes,['Plastic'],"['Grill', 'Airfryer']",3026,779.9810000000001,109.36468199999999,295.43840399999993,707.2180000000001,1133.9979139999998
normal,male,pescatarian,less frequently,natural gas,public,,never,218,rarely,1046,large,1,18,12,2,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",1084,-178.62699999999998,206.118116,108.47026199999999,-75.82100000000001,1023.8596220000001
underweight,male,pescatarian,daily,natural gas,private,diesel,often,54,frequently,9915,large,5,11,12,16,No,"['Paper', 'Metal']",[],4122,2545.0331400000005,56.261148,166.159398,201.10899999999998,1153.4373139999993
normal,male,omnivore,daily,coal,private,diesel,sometimes,232,never,1181,large,3,2,18,7,No,['Plastic'],['Oven'],1888,-242.12760399999996,308.257784,328.86825100000004,255.52399999999997,1237.477569
overweight,male,vegan,more frequently,natural gas,private,lpg,never,194,frequently,4044,large,2,10,6,22,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2960,1221.3497639999998,111.83782799999999,264.02235399999995,89.94399999999999,1272.8460540000003
obese,male,vegetarian,daily,natural gas,walk/bicycle,,sometimes,91,rarely,1,medium,7,19,24,9,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven'],1761,-350.109,45.40134199999999,144.486207,223.31399999999996,1697.907451
overweight,male,omnivore,twice a day,wood,public,,sometimes,105,very frequently,983,medium,3,9,28,14,No,['Metal'],"['Stove', 'Microwave']",3168,929.2030000000001,192.21001,215.270032,41.32499999999999,1789.9919579999998
normal,female,vegetarian,daily,electricity,private,electric,often,158,never,5151,small,7,8,43,16,Sometimes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",980,-528.059069,106.62339599999999,-60.23952,53.86100000000005,1407.814193
underweight,male,vegetarian,daily,wood,public,,sometimes,72,rarely,810,medium,7,20,26,7,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1557,-216.15099999999998,28.039864,133.324759,371.753,1240.033377
underweight,female,vegetarian,less frequently,natural gas,private,electric,sometimes,153,rarely,5711,extra large,4,10,48,5,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1523,-341.19570899999997,102.054586,95.92894500000001,239.58300000000003,1426.629178
overweight,female,omnivore,daily,coal,private,hybrid,sometimes,125,frequently,4670,small,6,5,7,6,Yes,['Glass'],[],2551,867.9778299999999,210.48525,217.84379199999998,226.68899999999996,1028.004128
underweight,female,pescatarian,daily,coal,private,hybrid,often,52,rarely,6862,extra large,7,10,49,17,No,"['Plastic', 'Glass']",[],3198,767.010438,54.433623999999995,375.599469,624.0600000000001,1376.8964689999998
obese,female,vegan,less frequently,coal,private,petrol,often,137,rarely,8095,medium,4,14,30,18,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",4960,2639.788095,59.753393999999986,441.77407,-18.523000000000053,1837.2074410000005
overweight,female,vegan,more frequently,wood,walk/bicycle,,never,74,very frequently,18,large,4,1,45,13,Sometimes,['Paper'],[],2735,770.441,2.186387999999994,127.21420699999999,255.158,1580.000405
normal,female,vegan,more frequently,electricity,public,,never,80,very frequently,1780,small,2,13,8,1,No,"['Plastic', 'Glass', 'Metal']",[],1581,1055.926,7.6689599999999984,-128.97064499999996,-299.877,946.2526850000002
overweight,male,vegan,less frequently,natural gas,private,diesel,never,232,never,2764,small,1,16,39,15,Yes,"['Plastic', 'Metal']",['Oven'],1998,146.524224,146.560784,138.530551,-299.326,1865.710441
obese,female,pescatarian,less frequently,electricity,private,hybrid,often,120,never,2061,extra large,4,12,14,17,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1734,-197.89291100000003,116.56944,-52.740919000000005,376.23900000000003,1491.82539
underweight,male,omnivore,less frequently,natural gas,private,electric,never,268,very frequently,8886,extra large,3,8,13,9,No,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2797,779.1309660000001,341.153216,142.876841,376.78999999999996,1157.048977
underweight,female,vegan,daily,coal,private,lpg,often,151,rarely,1703,large,7,2,46,2,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2409,122.04059299999994,72.54606199999999,362.080366,419.8209999999999,1432.511979
overweight,female,vegan,less frequently,coal,public,,sometimes,257,very frequently,1479,small,5,5,6,2,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",2429,1008.067,169.404834,238.68328399999996,1.626999999999967,1011.2178820000001
underweight,male,omnivore,more frequently,wood,public,,often,242,frequently,1751,large,6,6,4,10,No,"['Glass', 'Metal']","['Grill', 'Airfryer']",2389,389.866,317.395404,186.20460599999996,343.013,1152.5209900000002
overweight,male,vegetarian,less frequently,coal,walk/bicycle,,often,249,rarely,58,small,3,10,46,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1906,-341.046,189.775738,411.321731,-359.725,2005.673531
underweight,female,pescatarian,daily,electricity,walk/bicycle,,never,68,very frequently,6,medium,2,8,12,1,No,['Plastic'],['Microwave'],1550,768.533,69.053816,-164.991175,35.891999999999996,841.5123590000001
overweight,female,vegan,more frequently,coal,walk/bicycle,,sometimes,152,never,64,small,6,7,1,7,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",875,-526.5179999999999,73.45982399999998,340.854781,30.550999999999988,956.652395
underweight,female,vegetarian,more frequently,coal,private,lpg,often,216,never,543,small,7,4,34,9,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1574,-382.957367,159.621592,346.115617,196.3160000000001,1254.9041579999998
overweight,female,omnivore,more frequently,coal,walk/bicycle,,never,246,rarely,20,large,3,11,12,22,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",1870,-347.08799999999997,321.050452,482.07966,172.36599999999999,1241.591888
overweight,female,omnivore,more frequently,electricity,walk/bicycle,,often,163,very frequently,67,medium,3,23,6,2,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2123,778.2320000000001,245.20820600000002,-95.97520800000001,118.499,1077.0360019999998
underweight,female,pescatarian,daily,coal,walk/bicycle,,never,61,very frequently,52,small,5,17,11,21,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",1937,775.8470000000001,62.657481999999995,407.946119,1.626999999999967,688.922399
normal,female,pescatarian,twice a day,natural gas,walk/bicycle,,sometimes,247,never,59,extra large,4,4,27,7,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1332,-527.313,232.617214,177.08286299999997,239.58300000000003,1210.029923
underweight,female,vegan,daily,natural gas,private,hybrid,never,160,never,7896,medium,3,13,6,5,No,"['Paper', 'Glass', 'Metal']",[],1559,748.2465039999998,80.76992,92.647863,-184.288,821.6237130000002
overweight,male,vegan,twice a day,electricity,walk/bicycle,,never,238,frequently,78,medium,3,3,2,9,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1042,118.532,152.04335600000002,-140.86968899999997,-243.77000000000004,1156.064333
overweight,male,vegan,twice a day,coal,private,lpg,never,140,rarely,5270,extra large,1,6,33,15,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3307,1101.6493699999999,62.49467999999999,399.739491,-91.21100000000003,1834.327459
overweight,male,omnivore,less frequently,coal,private,petrol,never,281,frequently,1312,medium,2,6,5,23,Yes,"['Paper', 'Plastic', 'Glass']",[],2544,594.608912,353.03212199999996,332.047507,-189.721,1454.032459
obese,female,vegetarian,less frequently,wood,public,,never,268,rarely,848,large,6,24,50,10,Sometimes,['Plastic'],['Stove'],2384,-210.10899999999998,207.137216,143.93811399999998,503.345,1739.68867
normal,female,vegetarian,daily,natural gas,public,,never,292,frequently,718,small,4,16,49,0,Sometimes,"['Plastic', 'Glass']",[],1843,225.619,229.06750399999996,29.142896,1.9930000000000092,1357.1776
overweight,female,vegetarian,more frequently,coal,private,electric,sometimes,97,frequently,8798,extra large,6,6,8,23,Yes,"['Plastic', 'Glass']",['Microwave'],2161,117.61323800000004,50.883914,385.581507,541.453,1065.468341
obese,male,vegetarian,less frequently,coal,public,,never,180,never,575,extra large,3,12,9,8,No,"['Paper', 'Plastic', 'Glass']",['Oven'],1517,-439.94199999999995,126.72616,350.936688,151.17700000000002,1328.102152
overweight,male,omnivore,twice a day,electricity,public,,sometimes,243,rarely,1838,large,2,3,16,6,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1324,-52.698999999999955,318.309166,-91.29481999999996,-106.19400000000002,1255.8786539999999
obese,female,pescatarian,twice a day,coal,public,,sometimes,64,never,1279,medium,6,4,7,15,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1348,-328.006,65.398768,440.208879,146.50600000000003,1023.892353
obese,female,vegan,less frequently,electricity,private,petrol,never,145,never,9313,large,3,16,21,2,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",4257,2902.561713,67.06348999999999,-156.34935000000002,172.55099999999996,1271.173147
obese,female,vegan,more frequently,electricity,walk/bicycle,,often,193,very frequently,41,small,2,22,46,20,No,['Plastic'],[],3037,774.0980000000001,110.924066,28.24727200000001,-80.06299999999999,2203.793662
overweight,female,vegan,twice a day,natural gas,public,,never,140,never,1282,small,5,10,26,11,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",1069,-327.529,62.49467999999999,118.511207,25.30299999999997,1190.220113
normal,male,vegan,less frequently,electricity,private,petrol,often,237,very frequently,6938,large,6,20,45,5,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5391,3330.9323379999996,151.129594,-49.85799499999999,283.531,1675.2650630000003
normal,male,pescatarian,daily,natural gas,private,electric,often,236,never,5140,medium,7,10,50,6,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",1884,-528.0676599999999,222.565832,61.021322000000005,306.472,1822.008506
underweight,male,vegetarian,twice a day,natural gas,private,hybrid,never,174,rarely,1545,medium,3,17,36,18,No,['Metal'],"['Stove', 'Microwave']",1721,-95.13579500000003,121.24358799999999,255.35198799999998,41.32499999999999,1398.2152190000002
obese,female,vegan,more frequently,electricity,walk/bicycle,,often,238,never,78,medium,1,12,31,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",889,-524.2919999999999,152.04335600000002,-33.340443,-408.98400000000004,1703.573087
normal,male,pescatarian,less frequently,coal,public,,sometimes,280,very frequently,1483,medium,4,3,7,21,Sometimes,['Metal'],"['Stove', 'Microwave']",2940,1008.7030000000001,262.77135999999996,378.37183500000003,123.93199999999996,1166.221805
normal,female,vegetarian,twice a day,natural gas,private,lpg,often,275,very frequently,9964,large,5,19,12,23,Yes,"['Paper', 'Glass']",[],4712,3508.6142839999993,213.53355,192.804485,254.60699999999997,542.440681
underweight,female,vegetarian,more frequently,electricity,walk/bicycle,,never,271,never,51,extra large,3,13,50,23,No,"['Paper', 'Metal']",[],1346,-528.5849999999999,209.878502,27.765649000000025,157.161,1479.7798489999998
overweight,female,omnivore,daily,electricity,walk/bicycle,,sometimes,189,rarely,13,small,6,15,25,8,Yes,"['Paper', 'Glass']",['Oven'],1218,-348.20099999999996,268.966018,-131.587394,84.23399999999997,1344.588376
overweight,female,vegetarian,daily,natural gas,walk/bicycle,,sometimes,86,never,75,small,4,6,2,6,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",771,-524.769,40.83253199999999,125.98609800000001,2.1779999999999973,1126.77237
underweight,male,pescatarian,more frequently,electricity,walk/bicycle,,sometimes,169,never,97,small,4,5,39,17,Sometimes,[],"['Stove', 'Oven']",1339,-521.271,161.343778,-0.014061000000005208,144.633,1554.308283
obese,female,omnivore,daily,natural gas,public,,sometimes,208,rarely,94,extra large,3,11,35,14,Yes,"['Paper', 'Metal']",[],1801,-329.99499999999995,286.327496,84.664644,157.161,1602.84186
normal,female,vegetarian,more frequently,wood,public,,often,262,rarely,975,small,3,11,40,15,Sometimes,['Paper'],['Microwave'],1484,-189.91599999999997,201.654644,175.90402099999997,-80.429,1376.786335
underweight,male,vegan,daily,wood,walk/bicycle,,sometimes,156,frequently,4,large,6,0,2,2,Sometimes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1619,106.76599999999999,77.114872,89.373754,366.689,979.056374
normal,male,pescatarian,twice a day,coal,walk/bicycle,,sometimes,68,never,69,medium,3,17,16,0,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1027,-525.723,69.053816,297.665202,-101.31500000000001,1287.318982
normal,male,vegetarian,more frequently,electricity,private,petrol,sometimes,74,frequently,3430,large,6,8,28,7,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",3169,1375.7294299999999,29.867388,-106.935913,337.21399999999994,1533.1250950000003
overweight,female,pescatarian,less frequently,wood,private,lpg,sometimes,108,frequently,7993,large,1,15,27,23,No,['Plastic'],"['Oven', 'Microwave']",4042,2305.8675829999997,105.604296,278.34326100000004,90.31,1261.8748600000004
obese,male,vegan,twice a day,wood,private,diesel,sometimes,238,very frequently,4870,extra large,2,11,37,15,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",4631,1967.85392,152.04335600000002,201.21802100000002,-68.08600000000006,2377.970703
underweight,male,omnivore,twice a day,electricity,walk/bicycle,,often,241,frequently,21,small,6,13,47,23,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2305,109.469,316.48164199999997,19.910649000000035,250.36499999999998,1608.773709
obese,male,pescatarian,more frequently,electricity,walk/bicycle,,sometimes,212,very frequently,31,small,6,10,47,0,No,"['Paper', 'Glass']",['Microwave'],2951,772.508,200.635544,-133.22194,84.23399999999997,2026.844396
underweight,male,vegan,more frequently,wood,walk/bicycle,,never,53,rarely,89,small,5,15,50,11,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1352,-336.11699999999996,-17.002614,191.876737,-111.35300000000004,1624.595877
normal,female,omnivore,less frequently,natural gas,public,,never,204,very frequently,1417,extra large,3,21,9,24,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],2262,998.2090000000001,282.672448,214.79147400000002,74.00299999999999,692.3240779999999
underweight,female,vegetarian,more frequently,wood,walk/bicycle,,often,67,rarely,57,small,5,13,9,4,Yes,"['Plastic', 'Metal']",['Oven'],863,-341.205,23.471054000000002,104.095486,31.101999999999975,1045.53646
overweight,male,pescatarian,less frequently,wood,private,electric,often,62,frequently,9123,medium,4,2,44,2,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2539,117.86706300000004,63.571244,44.654366,260.58799999999997,2052.319327
obese,male,pescatarian,less frequently,wood,private,lpg,often,151,very frequently,9070,extra large,7,11,16,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",6816,3263.0941699999994,144.896062,255.596529,428.107,2724.306239000001
normal,male,pescatarian,less frequently,natural gas,walk/bicycle,,often,296,very frequently,41,extra large,6,1,5,16,Yes,"['Plastic', 'Metal']",['Microwave'],2928,774.0980000000001,277.391552,75.449338,487.955,1313.1061100000002
overweight,male,vegetarian,more frequently,wood,walk/bicycle,,often,200,rarely,2,medium,6,12,19,19,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],1749,-349.95,145.0014,208.53283499999998,140.707,1604.708765
normal,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,166,never,99,medium,5,12,12,6,Yes,['Glass'],"['Stove', 'Microwave']",1145,-520.953,247.94949200000002,90.471934,260.0369999999999,1067.494574
overweight,male,omnivore,daily,natural gas,public,,sometimes,175,very frequently,1323,large,6,14,27,9,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",3454,983.263,256.17334999999997,125.888677,283.71599999999995,1804.9589730000002
obese,male,pescatarian,daily,natural gas,private,diesel,often,189,rarely,274,large,1,8,30,14,Yes,['Plastic'],['Microwave'],2066,-278.384616,179.619018,87.537726,90.31,1986.917872
normal,female,omnivore,twice a day,electricity,walk/bicycle,,sometimes,52,frequently,16,medium,3,18,0,21,No,"['Paper', 'Metal']","['Grill', 'Airfryer']",1062,108.67399999999999,143.780624,49.26942500000004,-101.13000000000002,861.405951
overweight,female,omnivore,more frequently,coal,private,lpg,never,125,never,8390,extra large,7,7,20,10,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4260,1772.0720899999997,210.48525,398.00791200000003,487.40400000000005,1392.0307480000006
normal,male,omnivore,less frequently,electricity,private,diesel,never,90,rarely,3379,extra large,1,22,50,10,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2128,483.942564,178.50358,-6.653497999999994,-8.238,1480.445354
obese,male,vegetarian,twice a day,coal,walk/bicycle,,often,195,rarely,98,extra large,4,21,10,5,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1982,-334.686,140.43258999999998,393.39531100000005,180.286,1602.572099
overweight,female,omnivore,less frequently,natural gas,walk/bicycle,,often,159,frequently,67,large,6,16,10,18,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2186,116.783,241.553158,195.68368199999998,343.013,1288.9671600000001
overweight,male,vegetarian,twice a day,electricity,walk/bicycle,,often,255,very frequently,51,large,5,13,8,12,No,['Glass'],"['Oven', 'Grill', 'Airfryer']",3010,775.6880000000001,195.25831,16.94750200000005,397.06199999999995,1625.0441879999998
overweight,male,vegetarian,more frequently,electricity,private,hybrid,never,208,never,2215,medium,4,11,32,15,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",1562,-172.921965,152.31149599999998,-47.23497899999999,34.97499999999995,1594.8704480000001
obese,female,omnivore,less frequently,electricity,public,,never,138,frequently,995,medium,4,8,21,16,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1568,269.66200000000003,222.36415599999998,-25.63951999999999,-78.00500000000005,1179.618364
overweight,male,vegan,twice a day,electricity,walk/bicycle,,never,105,never,82,medium,4,22,22,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",790,-523.656,30.513009999999994,28.04101000000002,-161.16300000000007,1416.26498
overweight,male,pescatarian,daily,coal,public,,often,230,rarely,1405,large,3,17,49,7,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",2566,-121.54599999999996,217.08326,323.66884100000004,172.36599999999999,1974.4278989999998
overweight,female,vegetarian,less frequently,electricity,private,electric,never,77,never,9206,medium,3,24,18,7,No,"['Plastic', 'Glass', 'Metal']",[],626,-524.892114,32.608674,-102.88901699999998,-101.31500000000001,1322.4874570000002
overweight,male,vegetarian,more frequently,wood,walk/bicycle,,often,262,rarely,31,medium,1,6,12,17,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1501,-345.339,201.654644,270.46824499999997,-189.17000000000002,1563.386111
obese,female,vegetarian,more frequently,electricity,private,petrol,never,261,rarely,5475,small,5,18,13,17,No,[],"['Stove', 'Oven']",3612,1673.529475,200.740882,66.72191700000002,227.23999999999998,1443.767726
underweight,female,pescatarian,less frequently,electricity,walk/bicycle,,often,65,very frequently,82,large,7,18,40,18,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],2361,780.6170000000001,66.31253,-62.397705999999964,306.84099999999995,1269.627176
obese,male,omnivore,daily,electricity,private,diesel,never,246,rarely,9663,medium,3,22,21,8,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",4347,2026.765108,321.050452,-49.45725200000001,-160.61200000000002,2209.2536920000002
normal,male,omnivore,daily,coal,public,,often,119,frequently,1436,extra large,1,23,19,24,Sometimes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2240,339.781,205.002678,524.485086,128.60299999999998,1042.128236
obese,male,omnivore,twice a day,electricity,walk/bicycle,,often,230,never,76,large,3,5,37,5,Sometimes,[],['Stove'],2045,-524.61,306.43026,-138.88858499999998,315.006,2087.062325
normal,male,omnivore,twice a day,coal,public,,never,135,very frequently,1253,large,2,0,12,14,Yes,['Glass'],"['Stove', 'Microwave']",2677,972.133,219.62286999999998,323.07127800000006,149.24099999999999,1012.9318519999999
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,sometimes,141,frequently,65,small,6,5,24,17,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1793,116.465,135.758442,210.696939,226.68899999999996,1103.390619
obese,male,omnivore,twice a day,wood,public,,sometimes,173,rarely,500,extra large,5,23,11,10,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2313,-265.441,254.345826,228.200808,405.348,1690.546366
underweight,male,pescatarian,daily,natural gas,walk/bicycle,,often,180,never,43,small,3,11,26,11,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",996,-529.857,171.39516,197.984513,-359.725,1516.202327
normal,female,vegan,twice a day,wood,private,diesel,never,98,very frequently,5774,medium,7,2,8,1,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",3222,2189.800384,24.116676,45.84098900000001,425.251,536.9909509999998
obese,female,pescatarian,less frequently,wood,private,electric,sometimes,115,never,2062,medium,6,22,19,14,No,['Metal'],"['Stove', 'Oven']",1523,-530.471578,112.00063,246.68600999999998,289.146,1405.638938
obese,male,omnivore,twice a day,natural gas,public,,never,273,rarely,18,large,5,1,21,17,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2412,-342.07899999999995,345.72202599999997,219.12171499999994,337.765,1851.4702590000002
obese,male,vegetarian,less frequently,natural gas,private,petrol,often,198,never,1741,large,6,6,42,13,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3325,110.000541,143.17387599999998,175.28873699999997,426.171,2470.365846
obese,female,omnivore,daily,natural gas,walk/bicycle,,never,155,frequently,63,medium,7,3,14,9,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",1910,116.14699999999999,237.89810999999997,115.79131100000001,229.29799999999994,1210.865579
underweight,male,vegan,less frequently,wood,private,diesel,never,196,frequently,5307,large,4,9,24,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],2673,1413.695412,113.665352,-11.272245999999997,-24.13800000000002,1181.049482
normal,male,pescatarian,more frequently,wood,public,,sometimes,135,rarely,1984,extra large,3,10,6,5,No,['Glass'],"['Oven', 'Microwave']",1644,-29.484999999999957,130.27587,181.33894499999997,353.114,1008.756185
overweight,male,pescatarian,less frequently,natural gas,private,diesel,never,263,very frequently,7952,medium,3,23,5,17,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",4496,2724.534232,247.237406,158.892447,-160.61200000000002,1525.9479149999997
normal,male,vegetarian,less frequently,wood,walk/bicycle,,never,55,rarely,93,medium,5,19,30,1,Yes,[],"['Oven', 'Microwave']",1474,-335.481,12.50591,64.074191,343.19499999999994,1389.705899
obese,female,pescatarian,less frequently,electricity,walk/bicycle,,never,190,very frequently,29,large,7,23,1,17,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2761,772.19,180.53278,-32.48555299999995,585.952,1254.810773
obese,male,omnivore,less frequently,coal,private,hybrid,never,156,rarely,2073,small,4,4,24,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2011,-9.521123000000046,238.811872,279.525601,-193.96,1696.14365
overweight,male,vegan,less frequently,electricity,private,electric,often,82,frequently,9371,extra large,4,19,36,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2209,118.06075100000004,9.496483999999995,-34.55003900000001,239.58300000000003,1876.409804
overweight,female,pescatarian,more frequently,wood,walk/bicycle,,sometimes,77,never,7,extra large,4,21,49,13,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1911,-535.5809999999999,77.277674,229.87732699999998,376.23900000000003,1763.186999
obese,female,pescatarian,more frequently,natural gas,walk/bicycle,,sometimes,282,very frequently,36,small,6,0,24,5,Sometimes,"['Glass', 'Metal']",[],2551,773.3030000000001,264.598884,59.948885,90.03299999999996,1363.116231
underweight,female,vegan,less frequently,wood,walk/bicycle,,often,101,never,35,extra large,2,20,12,15,No,['Plastic'],['Oven'],1045,-531.1289999999999,26.857962,223.331775,294.183,1031.756263
obese,male,vegetarian,more frequently,coal,public,,never,205,very frequently,1787,extra large,3,1,47,13,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",3995,1057.039,149.57020999999997,413.381207,234.335,2140.674583
obese,female,pescatarian,less frequently,wood,private,electric,often,149,very frequently,8250,medium,4,14,42,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2901,778.6342500000001,143.068538,231.257332,-18.70800000000004,1766.7478800000001
obese,male,omnivore,more frequently,electricity,public,,often,115,very frequently,909,large,4,15,34,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2958,917.4370000000001,201.34762999999998,-141.33127900000002,-24.13800000000002,2004.6846489999998
overweight,female,pescatarian,daily,natural gas,public,,often,135,never,356,medium,4,9,34,19,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1409,-474.763,130.27587,269.8269169999999,-24.507000000000048,1508.1672130000002
obese,female,vegetarian,twice a day,natural gas,walk/bicycle,,never,167,very frequently,47,small,5,6,19,21,Yes,[],['Stove'],2511,775.052,114.84725399999999,172.609753,227.23999999999998,1221.2509929999999
normal,male,vegetarian,twice a day,wood,private,diesel,never,175,very frequently,6142,extra large,4,13,17,11,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",4173,2280.150272,122.15734999999998,170.145125,239.58300000000003,1360.964253
overweight,female,vegan,less frequently,natural gas,public,,often,225,rarely,1808,extra large,5,18,8,21,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1809,-57.468999999999994,140.16445,228.36942499999998,458.846,1039.089125
underweight,male,pescatarian,twice a day,wood,public,,sometimes,205,very frequently,1578,medium,6,14,49,10,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2850,1023.8080000000001,194.23920999999999,172.881054,146.50600000000003,1312.5657359999998
obese,female,pescatarian,less frequently,electricity,private,electric,often,114,never,3657,large,7,1,20,21,No,"['Paper', 'Plastic', 'Metal']",['Stove'],1466,-529.225883,111.086868,-33.37677699999999,306.84099999999995,1610.674792
underweight,female,omnivore,daily,coal,walk/bicycle,,sometimes,148,very frequently,92,extra large,4,21,0,21,No,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2403,782.2070000000001,231.501776,517.959343,376.23900000000003,495.0928809999998
underweight,male,vegan,more frequently,electricity,walk/bicycle,,never,128,never,74,small,5,2,40,3,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1045,-524.928,51.52953599999999,-28.66025699999996,31.101999999999975,1515.956721
